x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2025-02-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/1889339,Botswana
2025-03-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/1889339,Botswana
2025-04-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/1889339,Botswana
2025-05-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/1889339,Botswana
2025-06-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/1889339,Botswana
2025-07-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/1889339,Botswana
2025-08-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/1889339,Botswana
2025-09-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/1889339,Botswana
2025-10-01T00:00:00.000Z,4,0,2,,,,4,0,2,4,0,2,/boundary/1889339,Botswana
2025-11-01T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-02T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-03T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-04T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-05T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-06T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-07T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-08T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-09T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-10T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-11T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-12T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-13T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-14T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-15T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-16T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/1889339,Botswana
2025-11-17T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-18T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-19T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-20T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-21T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-22T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-23T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-24T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-25T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-26T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2025-11-27T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/1889339,Botswana
2024-01-01T00:00:00.000Z,0,1,35,,,,0,1,35,0,1,35,/boundary/59470,Brazil
2024-02-01T00:00:00.000Z,36,3,36,1,0,1,35,3,35,33,3,33,/boundary/59470,Brazil
2024-03-01T00:00:00.000Z,54,1,31,2,0,1,52,0,30,50,0,29,/boundary/59470,Brazil
2024-04-01T00:00:00.000Z,80,1,34,2,0,0,78,1,34,74,1,31,/boundary/59470,Brazil
2024-05-01T00:00:00.000Z,118,4,48,2,0,0,115,4,47,109,4,45,/boundary/59470,Brazil
2024-06-01T00:00:00.000Z,150,3,48,2,0,0,145,2,45,140,1,45,/boundary/59470,Brazil
2024-07-01T00:00:00.000Z,171,1,38,2,0,0,165,1,37,160,1,37,/boundary/59470,Brazil
2024-08-01T00:00:00.000Z,198,2,45,2,0,0,191,2,44,185,2,43,/boundary/59470,Brazil
2024-09-01T00:00:00.000Z,219,3,37,2,0,1,211,3,35,202,3,32,/boundary/59470,Brazil
2024-10-01T00:00:00.000Z,239,5,36,2,0,1,230,5,34,221,5,34,/boundary/59470,Brazil
2024-11-01T00:00:00.000Z,265,1,39,4,0,3,256,1,38,246,1,37,/boundary/59470,Brazil
2024-12-01T00:00:00.000Z,284,0,38,5,0,1,275,0,37,264,0,35,/boundary/59470,Brazil
2025-01-01T00:00:00.000Z,296,1,30,6,0,1,287,1,30,276,1,30,/boundary/59470,Brazil
2025-02-01T00:00:00.000Z,314,0,35,6,0,0,304,0,34,293,0,34,/boundary/59470,Brazil
2025-03-01T00:00:00.000Z,333,2,34,6,0,0,322,2,32,311,2,32,/boundary/59470,Brazil
2025-04-01T00:00:00.000Z,352,1,35,6,0,0,339,1,33,327,1,32,/boundary/59470,Brazil
2025-05-01T00:00:00.000Z,365,3,31,6,0,1,351,2,29,339,2,28,/boundary/59470,Brazil
2025-06-01T00:00:00.000Z,381,0,36,6,0,0,366,0,32,353,0,31,/boundary/59470,Brazil
2025-07-01T00:00:00.000Z,395,2,32,6,0,0,379,2,30,364,2,28,/boundary/59470,Brazil
2025-08-01T00:00:00.000Z,409,2,31,7,0,1,392,2,29,376,2,28,/boundary/59470,Brazil
2025-09-01T00:00:00.000Z,426,1,31,7,0,0,409,1,31,393,1,31,/boundary/59470,Brazil
2025-10-01T00:00:00.000Z,448,3,41,8,0,1,429,3,38,413,3,38,/boundary/59470,Brazil
2025-11-01T00:00:00.000Z,466,2,44,8,0,0,447,2,44,429,2,41,/boundary/59470,Brazil
2025-11-02T00:00:00.000Z,466,2,45,8,0,0,447,2,45,429,2,42,/boundary/59470,Brazil
2025-11-03T00:00:00.000Z,466,1,46,8,0,0,447,1,46,429,1,43,/boundary/59470,Brazil
2025-11-04T00:00:00.000Z,466,2,47,8,0,0,447,2,47,429,2,44,/boundary/59470,Brazil
2025-11-05T00:00:00.000Z,466,2,48,8,0,0,447,2,48,429,2,45,/boundary/59470,Brazil
2025-11-06T00:00:00.000Z,467,2,48,8,0,0,448,2,48,430,2,45,/boundary/59470,Brazil
2025-11-07T00:00:00.000Z,470,5,51,8,0,0,451,5,51,432,4,47,/boundary/59470,Brazil
2025-11-08T00:00:00.000Z,471,2,50,8,0,0,452,2,50,433,2,46,/boundary/59470,Brazil
2025-11-09T00:00:00.000Z,472,4,49,8,0,0,453,4,49,434,4,45,/boundary/59470,Brazil
2025-11-10T00:00:00.000Z,472,0,47,8,0,0,453,0,47,434,0,43,/boundary/59470,Brazil
2025-11-11T00:00:00.000Z,473,1,46,8,0,0,454,1,46,435,1,43,/boundary/59470,Brazil
2025-11-12T00:00:00.000Z,473,1,45,8,0,0,454,1,45,435,1,42,/boundary/59470,Brazil
2025-11-13T00:00:00.000Z,474,1,45,8,0,0,455,1,45,436,1,42,/boundary/59470,Brazil
2025-11-14T00:00:00.000Z,474,1,44,8,0,0,455,1,44,436,1,41,/boundary/59470,Brazil
2025-11-15T00:00:00.000Z,474,2,45,8,0,0,455,2,45,436,2,42,/boundary/59470,Brazil
2025-11-16T00:00:00.000Z,475,4,47,8,0,0,456,4,47,437,4,44,/boundary/59470,Brazil
2025-11-17T00:00:00.000Z,477,2,48,8,0,0,458,2,48,438,1,44,/boundary/59470,Brazil
2025-11-18T00:00:00.000Z,478,2,47,8,0,0,459,2,47,439,2,44,/boundary/59470,Brazil
2025-11-19T00:00:00.000Z,480,5,49,8,0,0,461,5,49,441,4,45,/boundary/59470,Brazil
2025-11-20T00:00:00.000Z,480,0,49,8,0,0,461,0,49,441,0,45,/boundary/59470,Brazil
2025-11-21T00:00:00.000Z,480,2,47,8,0,0,461,2,47,441,2,43,/boundary/59470,Brazil
2025-11-22T00:00:00.000Z,480,2,46,8,0,0,461,2,46,441,2,43,/boundary/59470,Brazil
2025-11-23T00:00:00.000Z,481,1,46,8,0,0,462,1,46,442,1,43,/boundary/59470,Brazil
2025-11-24T00:00:00.000Z,482,2,47,8,0,0,463,2,47,443,1,44,/boundary/59470,Brazil
2025-11-25T00:00:00.000Z,482,1,45,8,0,0,463,1,45,443,1,42,/boundary/59470,Brazil
2025-11-26T00:00:00.000Z,482,0,45,8,0,0,463,0,45,443,0,42,/boundary/59470,Brazil
2025-11-27T00:00:00.000Z,483,2,45,8,0,0,464,2,45,444,2,42,/boundary/59470,Brazil
2024-05-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/2103120,Brunei
2024-06-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-07-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-08-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-09-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-10-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-11-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-12-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-01-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-02-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-03-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-04-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-05-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-06-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-07-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-08-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-09-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-10-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-02T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-03T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-04T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-05T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-06T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-07T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-08T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-09T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-10T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-11T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-12T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-13T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-14T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-15T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-16T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-17T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-18T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-19T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-20T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-21T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-22T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-23T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-24T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-25T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-26T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2025-11-27T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/2103120,Brunei
2024-01-01T00:00:00.000Z,0,0,8,0,0,1,0,0,4,0,0,4,/boundary/186382,Bulgaria
2024-02-01T00:00:00.000Z,6,0,6,1,0,1,4,0,4,4,0,4,/boundary/186382,Bulgaria
2024-03-01T00:00:00.000Z,9,2,5,1,0,1,6,1,3,6,1,3,/boundary/186382,Bulgaria
2024-04-01T00:00:00.000Z,12,0,7,1,0,0,10,0,5,10,0,5,/boundary/186382,Bulgaria
2024-05-01T00:00:00.000Z,14,1,5,1,0,0,12,0,4,12,0,4,/boundary/186382,Bulgaria
2024-06-01T00:00:00.000Z,18,0,7,2,0,2,14,0,4,14,0,4,/boundary/186382,Bulgaria
2024-07-01T00:00:00.000Z,20,0,5,2,0,1,15,0,3,15,0,3,/boundary/186382,Bulgaria
2024-08-01T00:00:00.000Z,22,0,3,2,0,0,16,0,2,16,0,2,/boundary/186382,Bulgaria
2024-09-01T00:00:00.000Z,22,1,3,2,0,0,16,1,3,16,1,3,/boundary/186382,Bulgaria
2024-10-01T00:00:00.000Z,23,1,6,2,0,0,16,1,3,16,1,3,/boundary/186382,Bulgaria
2024-11-01T00:00:00.000Z,24,0,3,2,0,1,17,0,2,17,0,2,/boundary/186382,Bulgaria
2024-12-01T00:00:00.000Z,24,1,2,2,0,0,17,1,2,17,1,2,/boundary/186382,Bulgaria
2025-01-01T00:00:00.000Z,26,0,6,2,0,1,18,0,2,18,0,2,/boundary/186382,Bulgaria
2025-02-01T00:00:00.000Z,29,0,6,2,0,0,21,0,5,21,0,5,/boundary/186382,Bulgaria
2025-03-01T00:00:00.000Z,30,1,4,2,0,0,21,0,2,21,0,2,/boundary/186382,Bulgaria
2025-04-01T00:00:00.000Z,33,0,5,2,0,0,22,0,2,22,0,2,/boundary/186382,Bulgaria
2025-05-01T00:00:00.000Z,36,0,7,2,0,0,25,0,6,25,0,6,/boundary/186382,Bulgaria
2025-06-01T00:00:00.000Z,37,0,4,4,0,2,25,0,1,25,0,1,/boundary/186382,Bulgaria
2025-07-01T00:00:00.000Z,40,0,6,4,0,1,27,0,3,27,0,3,/boundary/186382,Bulgaria
2025-08-01T00:00:00.000Z,43,0,6,4,0,1,29,0,4,29,0,4,/boundary/186382,Bulgaria
2025-09-01T00:00:00.000Z,46,0,5,4,0,1,32,0,4,32,0,4,/boundary/186382,Bulgaria
2025-10-01T00:00:00.000Z,46,2,5,5,0,2,32,1,1,32,1,1,/boundary/186382,Bulgaria
2025-11-01T00:00:00.000Z,48,1,3,6,0,1,34,1,2,34,1,2,/boundary/186382,Bulgaria
2025-11-02T00:00:00.000Z,49,2,4,6,0,1,35,2,3,35,2,3,/boundary/186382,Bulgaria
2025-11-03T00:00:00.000Z,49,0,4,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-04T00:00:00.000Z,49,1,4,6,0,1,35,1,3,35,1,3,/boundary/186382,Bulgaria
2025-11-05T00:00:00.000Z,49,2,5,6,0,1,35,2,4,35,2,4,/boundary/186382,Bulgaria
2025-11-06T00:00:00.000Z,49,1,5,6,0,1,35,1,4,35,1,4,/boundary/186382,Bulgaria
2025-11-07T00:00:00.000Z,49,1,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-08T00:00:00.000Z,49,2,5,6,0,1,35,2,4,35,2,4,/boundary/186382,Bulgaria
2025-11-09T00:00:00.000Z,49,1,5,6,0,1,35,1,4,35,1,4,/boundary/186382,Bulgaria
2025-11-10T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-11T00:00:00.000Z,49,1,5,6,0,1,35,1,4,35,1,4,/boundary/186382,Bulgaria
2025-11-12T00:00:00.000Z,49,1,5,6,0,1,35,1,4,35,1,4,/boundary/186382,Bulgaria
2025-11-13T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-14T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-15T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-16T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-17T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-18T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-19T00:00:00.000Z,49,0,5,6,0,1,35,0,4,35,0,4,/boundary/186382,Bulgaria
2025-11-20T00:00:00.000Z,49,0,4,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-21T00:00:00.000Z,49,0,4,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-22T00:00:00.000Z,49,0,4,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-23T00:00:00.000Z,49,0,4,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-24T00:00:00.000Z,49,1,4,6,0,1,35,1,3,35,1,3,/boundary/186382,Bulgaria
2025-11-25T00:00:00.000Z,49,1,5,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-26T00:00:00.000Z,50,2,6,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2025-11-27T00:00:00.000Z,50,0,6,6,0,1,35,0,3,35,0,3,/boundary/186382,Bulgaria
2024-06-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/192783,Burkina Faso
2024-07-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/192783,Burkina Faso
2024-08-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/192783,Burkina Faso
2024-09-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/192783,Burkina Faso
2024-10-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/192783,Burkina Faso
2024-11-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/192783,Burkina Faso
2024-12-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/192783,Burkina Faso
2025-01-01T00:00:00.000Z,2,1,1,,,,2,1,1,2,1,1,/boundary/192783,Burkina Faso
2025-02-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/192783,Burkina Faso
2025-03-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/192783,Burkina Faso
2025-04-01T00:00:00.000Z,2,1,1,,,,2,1,1,2,1,1,/boundary/192783,Burkina Faso
2025-05-01T00:00:00.000Z,4,0,3,,,,4,0,3,4,0,3,/boundary/192783,Burkina Faso
2025-06-01T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/192783,Burkina Faso
2025-07-01T00:00:00.000Z,4,0,1,,,,4,0,0,4,0,0,/boundary/192783,Burkina Faso
2025-08-01T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/192783,Burkina Faso
2025-09-01T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/192783,Burkina Faso
2025-10-01T00:00:00.000Z,5,0,1,,,,4,0,0,4,0,0,/boundary/192783,Burkina Faso
2025-11-01T00:00:00.000Z,5,0,0,,,,4,0,0,4,0,0,/boundary/192783,Burkina Faso
2025-11-02T00:00:00.000Z,6,1,1,,,,4,0,0,4,0,0,/boundary/192783,Burkina Faso
2025-11-03T00:00:00.000Z,6,1,1,,,,5,1,1,5,1,1,/boundary/192783,Burkina Faso
2025-11-04T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-05T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-06T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-07T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-08T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-09T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-10T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-11T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-12T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-13T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-14T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-15T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-16T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-17T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-18T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-19T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-20T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-21T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-22T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-23T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-24T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-25T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-26T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2025-11-27T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192783,Burkina Faso
2024-02-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/195269,Burundi
2024-03-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/195269,Burundi
2024-04-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195269,Burundi
2024-05-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195269,Burundi
2024-06-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195269,Burundi
2024-07-01T00:00:00.000Z,3,0,1,,,,3,0,1,3,0,1,/boundary/195269,Burundi
2024-08-01T00:00:00.000Z,3,0,0,,,,3,0,0,3,0,0,/boundary/195269,Burundi
2024-09-01T00:00:00.000Z,3,0,0,,,,3,0,0,3,0,0,/boundary/195269,Burundi
2024-10-01T00:00:00.000Z,3,0,0,,,,3,0,0,3,0,0,/boundary/195269,Burundi
