x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2024-04-01T00:00:00.000Z,117,6,43,41,4,19,75,3,21,68,3,20,/boundary/49715,Poland
2024-05-01T00:00:00.000Z,144,3,52,45,1,13,100,3,39,92,2,34,/boundary/49715,Poland
2024-06-01T00:00:00.000Z,157,2,32,56,2,17,108,1,17,97,1,14,/boundary/49715,Poland
2024-07-01T00:00:00.000Z,174,2,39,63,1,18,116,2,21,105,2,20,/boundary/49715,Poland
2024-08-01T00:00:00.000Z,201,8,51,77,4,24,134,5,29,121,5,26,/boundary/49715,Poland
2024-09-01T00:00:00.000Z,229,5,56,86,4,23,154,3,36,136,3,29,/boundary/49715,Poland
2024-10-01T00:00:00.000Z,255,7,58,94,5,23,175,5,41,156,4,38,/boundary/49715,Poland
2024-11-01T00:00:00.000Z,271,4,45,97,2,19,191,2,31,172,2,28,/boundary/49715,Poland
2024-12-01T00:00:00.000Z,294,4,51,105,4,21,212,1,36,191,1,33,/boundary/49715,Poland
2025-01-01T00:00:00.000Z,317,2,60,111,1,26,230,1,39,210,1,35,/boundary/49715,Poland
2025-02-01T00:00:00.000Z,334,5,59,120,2,23,247,3,39,221,3,30,/boundary/49715,Poland
2025-03-01T00:00:00.000Z,357,5,60,132,3,25,263,3,41,235,3,37,/boundary/49715,Poland
2025-04-01T00:00:00.000Z,381,2,54,144,1,24,277,2,31,248,2,26,/boundary/49715,Poland
2025-05-01T00:00:00.000Z,401,3,63,158,2,29,291,1,41,264,1,41,/boundary/49715,Poland
2025-06-01T00:00:00.000Z,413,2,49,164,1,22,303,2,36,276,2,30,/boundary/49715,Poland
2025-07-01T00:00:00.000Z,433,5,61,173,4,29,315,1,37,286,1,30,/boundary/49715,Poland
2025-08-01T00:00:00.000Z,454,4,64,184,3,34,330,3,41,299,3,38,/boundary/49715,Poland
2025-09-01T00:00:00.000Z,473,6,60,192,3,31,341,2,39,310,2,34,/boundary/49715,Poland
2025-10-01T00:00:00.000Z,485,2,44,194,1,19,352,0,28,321,0,27,/boundary/49715,Poland
2025-11-01T00:00:00.000Z,501,4,54,198,1,24,366,4,38,332,3,31,/boundary/49715,Poland
2025-11-02T00:00:00.000Z,501,2,54,198,2,24,366,1,38,332,1,31,/boundary/49715,Poland
2025-11-03T00:00:00.000Z,502,7,55,199,4,24,366,4,39,332,4,32,/boundary/49715,Poland
2025-11-04T00:00:00.000Z,502,6,58,199,3,26,366,3,40,332,2,32,/boundary/49715,Poland
2025-11-05T00:00:00.000Z,504,4,58,199,1,24,368,4,42,332,2,32,/boundary/49715,Poland
2025-11-06T00:00:00.000Z,504,3,58,199,2,23,368,1,42,333,1,32,/boundary/49715,Poland
2025-11-07T00:00:00.000Z,506,5,59,199,0,23,370,5,43,335,4,34,/boundary/49715,Poland
2025-11-08T00:00:00.000Z,506,3,59,199,2,24,370,1,43,335,0,34,/boundary/49715,Poland
2025-11-09T00:00:00.000Z,507,4,59,200,1,24,371,2,43,336,2,34,/boundary/49715,Poland
2025-11-10T00:00:00.000Z,508,6,60,200,4,24,372,3,44,337,3,35,/boundary/49715,Poland
2025-11-11T00:00:00.000Z,508,3,61,200,2,24,372,1,45,337,1,36,/boundary/49715,Poland
2025-11-12T00:00:00.000Z,508,3,59,200,2,21,372,1,45,337,1,36,/boundary/49715,Poland
2025-11-13T00:00:00.000Z,509,3,57,200,1,21,373,1,43,338,1,35,/boundary/49715,Poland
2025-11-14T00:00:00.000Z,509,5,57,200,4,21,373,2,42,338,1,34,/boundary/49715,Poland
2025-11-15T00:00:00.000Z,509,5,56,200,1,21,373,4,41,338,4,34,/boundary/49715,Poland
2025-11-16T00:00:00.000Z,510,4,57,200,2,20,374,2,43,339,2,36,/boundary/49715,Poland
2025-11-17T00:00:00.000Z,511,2,57,200,1,20,375,1,43,340,1,36,/boundary/49715,Poland
2025-11-18T00:00:00.000Z,512,4,58,200,3,21,375,1,43,340,1,36,/boundary/49715,Poland
2025-11-19T00:00:00.000Z,514,4,59,201,3,21,375,1,43,340,1,36,/boundary/49715,Poland
2025-11-20T00:00:00.000Z,514,2,58,201,2,21,375,0,42,340,0,35,/boundary/49715,Poland
2025-11-21T00:00:00.000Z,516,8,60,201,4,22,378,4,46,342,2,37,/boundary/49715,Poland
2025-11-22T00:00:00.000Z,517,5,59,201,4,22,379,2,45,343,2,37,/boundary/49715,Poland
2025-11-23T00:00:00.000Z,517,0,58,201,0,22,379,0,44,343,0,37,/boundary/49715,Poland
2025-11-24T00:00:00.000Z,517,3,57,201,2,21,379,0,44,343,0,37,/boundary/49715,Poland
2025-11-25T00:00:00.000Z,517,6,57,201,3,21,379,2,44,343,2,37,/boundary/49715,Poland
2025-11-26T00:00:00.000Z,517,4,54,201,3,22,379,1,40,343,1,32,/boundary/49715,Poland
2025-11-27T00:00:00.000Z,517,2,52,201,0,22,379,2,39,343,2,30,/boundary/49715,Poland
2024-01-01T00:00:00.000Z,0,1,12,0,0,4,0,1,9,0,0,8,/boundary/295480,Portugal
2024-02-01T00:00:00.000Z,13,1,12,,,,11,1,10,11,1,10,/boundary/295480,Portugal
2024-03-01T00:00:00.000Z,23,1,15,2,0,2,19,1,12,17,1,10,/boundary/295480,Portugal
2024-04-01T00:00:00.000Z,28,0,9,2,0,1,23,0,8,19,0,5,/boundary/295480,Portugal
2024-05-01T00:00:00.000Z,34,1,8,2,0,0,27,0,5,22,0,3,/boundary/295480,Portugal
2024-06-01T00:00:00.000Z,42,0,13,5,0,5,31,0,6,25,0,5,/boundary/295480,Portugal
2024-07-01T00:00:00.000Z,48,1,11,6,0,2,37,1,10,29,1,8,/boundary/295480,Portugal
2024-08-01T00:00:00.000Z,57,2,14,7,0,2,45,0,11,35,0,9,/boundary/295480,Portugal
2024-09-01T00:00:00.000Z,61,2,13,7,0,2,47,2,8,38,1,6,/boundary/295480,Portugal
2024-10-01T00:00:00.000Z,72,3,20,7,1,3,56,2,15,43,2,10,/boundary/295480,Portugal
2024-11-01T00:00:00.000Z,86,2,26,8,1,3,67,2,21,50,2,16,/boundary/295480,Portugal
2024-12-01T00:00:00.000Z,94,0,20,8,0,2,72,0,15,53,0,10,/boundary/295480,Portugal
2025-01-01T00:00:00.000Z,98,1,15,8,0,1,75,0,11,54,0,6,/boundary/295480,Portugal
2025-02-01T00:00:00.000Z,101,2,13,9,0,3,78,2,9,56,2,7,/boundary/295480,Portugal
2025-03-01T00:00:00.000Z,103,1,15,10,1,4,79,1,12,56,1,9,/boundary/295480,Portugal
2025-04-01T00:00:00.000Z,105,1,8,10,0,0,80,1,7,56,1,7,/boundary/295480,Portugal
2025-05-01T00:00:00.000Z,110,2,14,11,1,4,85,1,10,61,1,10,/boundary/295480,Portugal
2025-06-01T00:00:00.000Z,113,0,11,11,0,2,88,0,8,64,0,7,/boundary/295480,Portugal
2025-07-01T00:00:00.000Z,118,0,12,12,0,2,92,0,9,65,0,5,/boundary/295480,Portugal
2025-08-01T00:00:00.000Z,119,1,14,12,0,3,94,0,13,68,0,11,/boundary/295480,Portugal
2025-09-01T00:00:00.000Z,125,2,11,14,1,3,99,2,9,72,2,6,/boundary/295480,Portugal
2025-10-01T00:00:00.000Z,128,0,17,17,0,5,101,0,11,74,0,7,/boundary/295480,Portugal
2025-11-01T00:00:00.000Z,134,1,11,18,1,3,105,1,8,78,1,6,/boundary/295480,Portugal
2025-11-02T00:00:00.000Z,134,2,11,18,0,3,105,2,8,78,2,6,/boundary/295480,Portugal
2025-11-03T00:00:00.000Z,134,2,12,18,1,4,105,2,9,78,2,7,/boundary/295480,Portugal
2025-11-04T00:00:00.000Z,134,0,12,18,0,4,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-05T00:00:00.000Z,134,0,12,18,0,4,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-06T00:00:00.000Z,134,0,12,18,0,4,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-07T00:00:00.000Z,134,0,12,18,0,4,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-08T00:00:00.000Z,134,0,12,18,0,4,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-09T00:00:00.000Z,134,3,14,18,0,4,105,3,11,78,3,9,/boundary/295480,Portugal
2025-11-10T00:00:00.000Z,134,2,14,19,1,5,105,1,10,78,1,8,/boundary/295480,Portugal
2025-11-11T00:00:00.000Z,134,0,14,19,0,5,105,0,10,78,0,8,/boundary/295480,Portugal
2025-11-12T00:00:00.000Z,134,1,14,19,0,5,105,1,10,78,1,8,/boundary/295480,Portugal
2025-11-13T00:00:00.000Z,134,1,13,19,1,5,105,0,9,78,0,7,/boundary/295480,Portugal
2025-11-14T00:00:00.000Z,135,2,13,19,1,5,106,2,9,79,2,7,/boundary/295480,Portugal
2025-11-15T00:00:00.000Z,135,1,14,20,1,6,106,0,9,79,0,7,/boundary/295480,Portugal
2025-11-16T00:00:00.000Z,135,1,14,20,0,6,106,1,9,79,1,7,/boundary/295480,Portugal
2025-11-17T00:00:00.000Z,135,1,15,20,0,6,106,1,10,79,0,7,/boundary/295480,Portugal
2025-11-18T00:00:00.000Z,135,1,15,20,0,6,106,1,10,79,1,7,/boundary/295480,Portugal
2025-11-19T00:00:00.000Z,135,0,15,20,0,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-20T00:00:00.000Z,135,0,15,20,0,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-21T00:00:00.000Z,135,0,14,20,0,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-22T00:00:00.000Z,135,1,14,20,0,6,106,1,10,79,1,7,/boundary/295480,Portugal
2025-11-23T00:00:00.000Z,135,0,14,20,0,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-24T00:00:00.000Z,135,0,14,20,0,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-25T00:00:00.000Z,135,1,14,21,1,6,106,0,10,79,0,7,/boundary/295480,Portugal
2025-11-26T00:00:00.000Z,135,0,13,21,0,6,106,0,9,79,0,7,/boundary/295480,Portugal
2025-11-27T00:00:00.000Z,135,0,11,21,0,6,106,0,7,79,0,6,/boundary/295480,Portugal
2024-02-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/305095,Qatar
2024-03-01T00:00:00.000Z,2,0,1,,,,1,0,0,1,0,0,/boundary/305095,Qatar
2024-04-01T00:00:00.000Z,3,0,1,1,0,1,2,0,1,2,0,1,/boundary/305095,Qatar
2024-05-01T00:00:00.000Z,3,0,1,1,0,0,3,0,1,3,0,1,/boundary/305095,Qatar
2024-06-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2024-07-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2024-08-01T00:00:00.000Z,3,0,1,1,0,0,3,0,1,3,0,1,/boundary/305095,Qatar
2024-09-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2024-10-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2024-11-01T00:00:00.000Z,3,0,1,1,0,0,3,0,1,3,0,1,/boundary/305095,Qatar
2024-12-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2025-01-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2025-02-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2025-03-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2025-04-01T00:00:00.000Z,3,0,0,1,0,0,3,0,0,3,0,0,/boundary/305095,Qatar
2025-05-01T00:00:00.000Z,4,0,1,1,0,0,4,0,1,3,0,0,/boundary/305095,Qatar
2025-06-01T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-07-01T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-08-01T00:00:00.000Z,4,0,1,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-09-01T00:00:00.000Z,4,0,1,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-10-01T00:00:00.000Z,4,0,1,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-01T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-02T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-03T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-04T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-05T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-06T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-07T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-08T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-09T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-10T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-11T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-12T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-13T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-14T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-15T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-16T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-17T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-18T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-19T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-20T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-21T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-22T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-23T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-24T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-25T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-26T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2025-11-27T00:00:00.000Z,4,0,0,1,0,0,4,0,0,3,0,0,/boundary/305095,Qatar
2024-01-01T00:00:00.000Z,0,1,7,0,1,4,0,1,5,0,1,3,/boundary/62273,Republic of Ireland
2024-02-01T00:00:00.000Z,6,1,6,2,0,2,6,1,6,4,1,4,/boundary/62273,Republic of Ireland
2024-03-01T00:00:00.000Z,12,1,11,3,0,3,12,0,11,7,0,7,/boundary/62273,Republic of Ireland
2024-04-01T00:00:00.000Z,16,1,11,4,1,3,15,0,8,8,0,4,/boundary/62273,Republic of Ireland
2024-05-01T00:00:00.000Z,20,1,12,8,1,7,17,1,8,9,1,4,/boundary/62273,Republic of Ireland
2024-06-01T00:00:00.000Z,24,1,11,9,1,4,21,1,8,12,1,6,/boundary/62273,Republic of Ireland
2024-07-01T00:00:00.000Z,28,1,7,12,1,5,21,1,3,12,1,3,/boundary/62273,Republic of Ireland
2024-08-01T00:00:00.000Z,32,0,11,14,0,6,24,0,6,13,0,4,/boundary/62273,Republic of Ireland
2024-09-01T00:00:00.000Z,34,0,5,15,0,3,25,0,4,13,0,3,/boundary/62273,Republic of Ireland
2024-10-01T00:00:00.000Z,37,1,12,15,0,3,27,1,10,14,0,7,/boundary/62273,Republic of Ireland
2024-11-01T00:00:00.000Z,40,0,11,16,0,3,30,0,10,16,0,8,/boundary/62273,Republic of Ireland
2024-12-01T00:00:00.000Z,43,0,12,19,0,6,32,0,7,16,0,2,/boundary/62273,Republic of Ireland
2025-01-01T00:00:00.000Z,45,1,7,21,1,5,32,0,4,16,0,3,/boundary/62273,Republic of Ireland
2025-02-01T00:00:00.000Z,49,0,11,23,0,4,33,0,7,17,0,3,/boundary/62273,Republic of Ireland
2025-03-01T00:00:00.000Z,51,0,10,26,0,7,34,0,5,17,0,4,/boundary/62273,Republic of Ireland
2025-04-01T00:00:00.000Z,53,1,10,27,1,6,35,0,6,17,0,3,/boundary/62273,Republic of Ireland
2025-05-01T00:00:00.000Z,57,0,15,29,0,4,39,0,12,18,0,4,/boundary/62273,Republic of Ireland
2025-06-01T00:00:00.000Z,58,1,10,31,0,5,40,0,5,19,0,3,/boundary/62273,Republic of Ireland
2025-07-01T00:00:00.000Z,59,0,7,31,0,4,41,0,6,19,0,4,/boundary/62273,Republic of Ireland
2025-08-01T00:00:00.000Z,62,1,12,34,0,8,42,0,7,20,0,5,/boundary/62273,Republic of Ireland
2025-09-01T00:00:00.000Z,64,2,10,35,0,4,44,1,5,21,0,3,/boundary/62273,Republic of Ireland
2025-10-01T00:00:00.000Z,66,1,12,36,0,6,45,1,10,22,0,8,/boundary/62273,Republic of Ireland
2025-11-01T00:00:00.000Z,69,1,10,37,0,6,47,1,5,23,1,3,/boundary/62273,Republic of Ireland
2025-11-02T00:00:00.000Z,69,2,11,37,1,6,47,1,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-03T00:00:00.000Z,69,1,11,37,1,6,47,0,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-04T00:00:00.000Z,69,4,10,37,3,6,47,2,4,23,1,2,/boundary/62273,Republic of Ireland
2025-11-05T00:00:00.000Z,69,3,10,37,2,6,47,1,4,23,1,3,/boundary/62273,Republic of Ireland
2025-11-06T00:00:00.000Z,70,3,11,38,2,7,47,2,5,23,2,4,/boundary/62273,Republic of Ireland
2025-11-07T00:00:00.000Z,70,2,11,38,1,7,47,2,5,23,1,4,/boundary/62273,Republic of Ireland
2025-11-08T00:00:00.000Z,70,2,11,38,2,8,47,1,5,23,1,4,/boundary/62273,Republic of Ireland
2025-11-09T00:00:00.000Z,70,2,10,38,2,8,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-10T00:00:00.000Z,70,1,10,38,1,8,47,1,4,23,1,4,/boundary/62273,Republic of Ireland
2025-11-11T00:00:00.000Z,70,1,10,38,1,8,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-12T00:00:00.000Z,70,1,10,38,1,8,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-13T00:00:00.000Z,70,1,10,38,1,7,47,1,4,23,1,4,/boundary/62273,Republic of Ireland
2025-11-14T00:00:00.000Z,70,1,10,38,1,7,47,1,4,23,1,4,/boundary/62273,Republic of Ireland
2025-11-15T00:00:00.000Z,70,1,10,38,1,7,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-16T00:00:00.000Z,70,1,10,38,1,7,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-17T00:00:00.000Z,70,2,10,38,2,7,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-18T00:00:00.000Z,70,1,10,38,1,7,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-19T00:00:00.000Z,70,1,10,38,1,7,47,0,4,23,0,4,/boundary/62273,Republic of Ireland
2025-11-20T00:00:00.000Z,70,1,11,38,0,7,47,1,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-21T00:00:00.000Z,70,1,10,38,1,5,47,0,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-22T00:00:00.000Z,70,1,10,38,1,5,47,0,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-23T00:00:00.000Z,70,1,10,38,1,5,47,1,5,23,1,3,/boundary/62273,Republic of Ireland
2025-11-24T00:00:00.000Z,70,1,9,38,1,5,47,1,5,23,1,3,/boundary/62273,Republic of Ireland
2025-11-25T00:00:00.000Z,70,1,9,38,1,5,47,0,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-26T00:00:00.000Z,70,1,9,38,1,5,47,0,5,23,0,3,/boundary/62273,Republic of Ireland
2025-11-27T00:00:00.000Z,70,2,9,38,1,5,47,1,5,23,1,3,/boundary/62273,Republic of Ireland
2024-04-01T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/192794,Republic of the Congo
2024-05-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/192794,Republic of the Congo
2024-06-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/192794,Republic of the Congo
2024-07-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/192794,Republic of the Congo
2024-08-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/192794,Republic of the Congo
2024-09-01T00:00:00.000Z,2,0,1,,,,1,0,1,1,0,1,/boundary/192794,Republic of the Congo
2024-10-01T00:00:00.000Z,3,0,1,,,,2,0,1,2,0,1,/boundary/192794,Republic of the Congo
2024-11-01T00:00:00.000Z,3,0,0,,,,2,0,0,2,0,0,/boundary/192794,Republic of the Congo
2024-12-01T00:00:00.000Z,3,0,0,,,,2,0,0,2,0,0,/boundary/192794,Republic of the Congo
2025-01-01T00:00:00.000Z,4,0,1,,,,3,0,1,3,0,1,/boundary/192794,Republic of the Congo
2025-02-01T00:00:00.000Z,4,0,0,,,,3,0,0,3,0,0,/boundary/192794,Republic of the Congo
2025-03-01T00:00:00.000Z,4,0,0,,,,3,0,0,3,0,0,/boundary/192794,Republic of the Congo
2025-04-01T00:00:00.000Z,4,0,0,,,,3,0,0,3,0,0,/boundary/192794,Republic of the Congo
2025-05-01T00:00:00.000Z,6,0,2,,,,4,0,1,4,0,1,/boundary/192794,Republic of the Congo
2025-06-01T00:00:00.000Z,7,0,1,,,,5,0,1,5,0,1,/boundary/192794,Republic of the Congo
2025-07-01T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-08-01T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-09-01T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-10-01T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-01T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-02T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-03T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-04T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-05T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-06T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-07T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-08T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-09T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-10T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-11T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-12T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-13T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-14T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-15T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-16T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-17T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-18T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-19T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-20T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-21T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-22T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-23T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-24T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-25T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-26T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2025-11-27T00:00:00.000Z,7,0,0,,,,5,0,0,5,0,0,/boundary/192794,Republic of the Congo
2024-01-01T00:00:00.000Z,0,0,9,,,,0,0,8,0,0,8,/boundary/90689,Romania
2024-02-01T00:00:00.000Z,5,0,5,,,,5,0,5,5,0,5,/boundary/90689,Romania
2024-03-01T00:00:00.000Z,8,2,4,,,,6,1,2,6,1,2,/boundary/90689,Romania
2024-04-01T00:00:00.000Z,14,0,7,,,,11,0,6,11,0,6,/boundary/90689,Romania
2024-05-01T00:00:00.000Z,18,0,4,,,,13,0,2,13,0,2,/boundary/90689,Romania
2024-06-01T00:00:00.000Z,25,2,8,,,,18,2,6,18,2,6,/boundary/90689,Romania
2024-07-01T00:00:00.000Z,27,0,6,,,,21,0,5,21,0,5,/boundary/90689,Romania
2024-08-01T00:00:00.000Z,30,0,5,1,0,1,26,0,5,26,0,5,/boundary/90689,Romania
2024-09-01T00:00:00.000Z,33,0,5,2,0,1,29,0,4,29,0,4,/boundary/90689,Romania
2024-10-01T00:00:00.000Z,41,0,13,2,0,1,36,0,11,36,0,11,/boundary/90689,Romania
2024-11-01T00:00:00.000Z,47,1,11,3,1,1,42,1,9,42,1,9,/boundary/90689,Romania
2024-12-01T00:00:00.000Z,49,0,2,3,0,0,44,0,2,44,0,2,/boundary/90689,Romania
2025-01-01T00:00:00.000Z,50,0,2,3,0,0,45,0,1,45,0,1,/boundary/90689,Romania
2025-02-01T00:00:00.000Z,51,0,2,3,0,0,46,0,2,46,0,2,/boundary/90689,Romania
2025-03-01T00:00:00.000Z,53,0,6,3,0,0,47,0,5,47,0,5,/boundary/90689,Romania
2025-04-01T00:00:00.000Z,54,0,1,3,0,0,48,0,1,48,0,1,/boundary/90689,Romania
