x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2025-11-22T00:00:00.000Z,103,0,13,25,0,2,8,0,1,9,0,1,27,0,2,/boundary/295480,Portugal
2025-11-23T00:00:00.000Z,103,1,13,25,0,2,8,0,1,9,0,1,27,0,2,/boundary/295480,Portugal
2025-11-24T00:00:00.000Z,103,2,13,25,0,2,8,0,1,9,1,2,28,1,3,/boundary/295480,Portugal
2025-11-25T00:00:00.000Z,103,0,13,25,0,2,8,0,1,9,0,2,28,0,3,/boundary/295480,Portugal
2025-11-26T00:00:00.000Z,103,1,13,25,0,2,8,0,1,9,0,2,28,0,3,/boundary/295480,Portugal
2025-11-27T00:00:00.000Z,103,2,11,25,0,1,8,0,1,9,0,2,28,0,2,/boundary/295480,Portugal
2024-04-01T00:00:00.000Z,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,/boundary/305095,Qatar
2024-05-01T00:00:00.000Z,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,/boundary/305095,Qatar
2024-06-01T00:00:00.000Z,2,0,1,2,0,1,1,0,0,1,0,0,2,0,1,/boundary/305095,Qatar
2024-07-01T00:00:00.000Z,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,/boundary/305095,Qatar
2024-08-01T00:00:00.000Z,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,/boundary/305095,Qatar
2024-09-01T00:00:00.000Z,2,0,1,2,0,0,1,0,0,1,0,0,2,0,1,/boundary/305095,Qatar
2024-10-01T00:00:00.000Z,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,/boundary/305095,Qatar
2024-11-01T00:00:00.000Z,4,0,3,2,0,1,1,0,1,1,0,0,2,0,1,/boundary/305095,Qatar
2024-12-01T00:00:00.000Z,5,0,1,2,0,0,1,0,0,1,0,0,3,0,1,/boundary/305095,Qatar
2025-01-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-02-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-03-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-04-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-05-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-06-01T00:00:00.000Z,5,0,0,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/305095,Qatar
2025-07-01T00:00:00.000Z,6,0,1,3,0,1,1,0,0,1,0,0,4,0,1,/boundary/305095,Qatar
2025-08-01T00:00:00.000Z,6,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-09-01T00:00:00.000Z,6,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-10-01T00:00:00.000Z,7,0,1,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-01T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-02T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-03T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-04T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-05T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-06T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-07T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-08T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-09T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-10T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-11T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-12T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-13T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-14T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-15T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-16T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-17T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-18T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-19T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-20T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-21T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-22T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-23T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-24T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-25T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-26T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2025-11-27T00:00:00.000Z,7,0,0,3,0,0,1,0,0,1,0,0,4,0,0,/boundary/305095,Qatar
2024-01-01T00:00:00.000Z,0,0,5,0,0,5,0,0,2,0,0,2,0,0,2,/boundary/62273,Republic of Ireland
2024-02-01T00:00:00.000Z,8,1,8,4,1,4,1,0,1,1,0,1,3,0,3,/boundary/62273,Republic of Ireland
2024-03-01T00:00:00.000Z,11,0,8,5,0,3,4,0,4,2,0,2,5,0,5,/boundary/62273,Republic of Ireland
2024-04-01T00:00:00.000Z,14,0,5,6,0,3,5,0,2,2,0,1,6,0,3,/boundary/62273,Republic of Ireland
2024-05-01T00:00:00.000Z,16,0,6,8,0,4,5,0,1,2,0,0,7,0,3,/boundary/62273,Republic of Ireland
2024-06-01T00:00:00.000Z,16,0,5,8,0,3,5,0,0,2,0,1,7,0,0,/boundary/62273,Republic of Ireland
2024-07-01T00:00:00.000Z,22,0,10,10,0,4,5,0,1,2,0,2,8,0,3,/boundary/62273,Republic of Ireland
2024-08-01T00:00:00.000Z,23,1,6,13,0,5,5,0,2,2,0,2,8,0,2,/boundary/62273,Republic of Ireland
2024-09-01T00:00:00.000Z,27,0,9,15,0,4,5,0,2,2,0,1,9,0,4,/boundary/62273,Republic of Ireland
2024-10-01T00:00:00.000Z,28,0,4,15,0,2,5,0,2,2,0,0,9,0,2,/boundary/62273,Republic of Ireland
2024-11-01T00:00:00.000Z,29,0,4,16,0,2,5,0,0,2,0,0,10,0,2,/boundary/62273,Republic of Ireland
2024-12-01T00:00:00.000Z,30,1,6,17,0,3,5,0,2,2,0,1,11,0,3,/boundary/62273,Republic of Ireland
2025-01-01T00:00:00.000Z,32,1,6,17,1,3,5,0,0,2,0,1,13,0,3,/boundary/62273,Republic of Ireland
2025-02-01T00:00:00.000Z,34,1,8,18,0,2,5,1,2,3,0,1,14,0,4,/boundary/62273,Republic of Ireland
2025-03-01T00:00:00.000Z,35,0,7,18,0,3,5,0,2,3,0,1,14,0,3,/boundary/62273,Republic of Ireland
2025-04-01T00:00:00.000Z,36,0,3,18,0,1,5,0,0,3,0,1,15,0,2,/boundary/62273,Republic of Ireland
2025-05-01T00:00:00.000Z,37,0,7,18,0,3,5,0,1,3,0,1,16,0,4,/boundary/62273,Republic of Ireland
2025-06-01T00:00:00.000Z,37,0,6,18,0,3,5,0,2,3,0,1,16,0,0,/boundary/62273,Republic of Ireland
2025-07-01T00:00:00.000Z,38,0,5,19,0,3,5,0,1,3,0,1,16,0,1,/boundary/62273,Republic of Ireland
2025-08-01T00:00:00.000Z,38,0,6,20,0,5,5,0,1,3,0,0,16,0,2,/boundary/62273,Republic of Ireland
2025-09-01T00:00:00.000Z,38,0,3,20,0,1,5,0,1,3,0,0,16,0,1,/boundary/62273,Republic of Ireland
2025-10-01T00:00:00.000Z,38,0,7,20,0,1,5,0,2,3,0,0,16,0,4,/boundary/62273,Republic of Ireland
2025-11-01T00:00:00.000Z,38,0,6,20,0,4,5,0,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-02T00:00:00.000Z,38,1,6,20,1,4,5,0,1,3,0,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-03T00:00:00.000Z,38,1,6,20,1,4,5,0,1,3,0,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-04T00:00:00.000Z,38,1,6,20,1,4,5,1,1,3,1,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-05T00:00:00.000Z,38,2,6,20,1,4,5,1,1,3,2,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-06T00:00:00.000Z,38,1,6,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-07T00:00:00.000Z,38,1,6,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-08T00:00:00.000Z,38,1,6,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-09T00:00:00.000Z,38,2,6,20,2,4,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-10T00:00:00.000Z,38,1,6,20,1,4,5,1,1,3,1,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-11T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,1,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-12T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,1,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-13T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-14T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-15T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-16T00:00:00.000Z,38,1,5,20,1,3,5,1,1,3,1,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-17T00:00:00.000Z,38,2,5,20,2,3,5,1,1,3,2,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-18T00:00:00.000Z,38,3,6,20,2,4,5,1,1,3,0,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-19T00:00:00.000Z,38,1,6,20,1,4,5,1,1,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-20T00:00:00.000Z,38,1,5,20,1,4,5,0,1,3,0,2,17,0,1,/boundary/62273,Republic of Ireland
2025-11-21T00:00:00.000Z,38,1,5,20,1,4,5,1,1,3,0,2,17,0,1,/boundary/62273,Republic of Ireland
2025-11-22T00:00:00.000Z,38,1,5,20,1,4,5,1,1,3,1,2,17,0,1,/boundary/62273,Republic of Ireland
2025-11-23T00:00:00.000Z,39,1,6,20,0,4,6,1,2,3,0,2,17,0,1,/boundary/62273,Republic of Ireland
2025-11-24T00:00:00.000Z,39,1,5,20,1,3,6,1,2,3,1,2,17,0,1,/boundary/62273,Republic of Ireland
2025-11-25T00:00:00.000Z,39,1,6,20,0,3,6,0,2,3,0,2,17,1,2,/boundary/62273,Republic of Ireland
2025-11-26T00:00:00.000Z,39,1,6,20,0,3,6,0,2,3,0,2,17,0,2,/boundary/62273,Republic of Ireland
2025-11-27T00:00:00.000Z,39,1,6,20,1,3,6,1,2,3,1,2,17,0,2,/boundary/62273,Republic of Ireland
2024-12-01T00:00:00.000Z,1,0,1,,,,,,,,,,1,0,1,/boundary/192794,Republic of the Congo
2025-01-01T00:00:00.000Z,3,0,2,,,,,,,,,,3,0,2,/boundary/192794,Republic of the Congo
2025-02-01T00:00:00.000Z,3,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-03-01T00:00:00.000Z,3,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-04-01T00:00:00.000Z,3,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-05-01T00:00:00.000Z,3,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-06-01T00:00:00.000Z,4,0,1,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-07-01T00:00:00.000Z,4,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-08-01T00:00:00.000Z,4,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-09-01T00:00:00.000Z,4,0,0,,,,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-10-01T00:00:00.000Z,5,0,1,1,0,1,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-01T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-02T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-03T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-04T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-05T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-06T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-07T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-08T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-09T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-10T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-11T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-12T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-13T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-14T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-15T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-16T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-17T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-18T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-19T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-20T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-21T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-22T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-23T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-24T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-25T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-26T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2025-11-27T00:00:00.000Z,5,0,0,1,0,0,,,,,,,3,0,0,/boundary/192794,Republic of the Congo
2024-01-01T00:00:00.000Z,0,0,6,,,,,,,,,,0,0,2,/boundary/90689,Romania
2024-02-01T00:00:00.000Z,6,0,6,1,0,1,1,0,1,1,0,1,2,0,2,/boundary/90689,Romania
2024-03-01T00:00:00.000Z,10,0,5,2,0,1,1,0,0,1,0,0,3,0,1,/boundary/90689,Romania
2024-04-01T00:00:00.000Z,12,0,6,2,0,1,1,0,0,1,0,0,3,0,0,/boundary/90689,Romania
2024-05-01T00:00:00.000Z,14,0,2,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/90689,Romania
2024-06-01T00:00:00.000Z,16,0,5,2,0,0,1,0,0,1,0,0,3,0,0,/boundary/90689,Romania
2024-07-01T00:00:00.000Z,17,0,3,2,0,0,1,0,0,1,0,0,4,0,1,/boundary/90689,Romania
2024-08-01T00:00:00.000Z,19,0,4,3,0,1,1,0,0,1,0,0,5,0,1,/boundary/90689,Romania
2024-09-01T00:00:00.000Z,26,0,9,4,0,1,1,0,0,1,0,0,8,0,3,/boundary/90689,Romania
2024-10-01T00:00:00.000Z,30,0,12,5,0,2,1,0,0,3,0,2,12,0,6,/boundary/90689,Romania
2024-11-01T00:00:00.000Z,32,1,8,8,1,4,1,0,0,3,0,0,14,1,3,/boundary/90689,Romania
2024-12-01T00:00:00.000Z,33,0,3,8,0,1,1,0,0,3,0,0,14,0,0,/boundary/90689,Romania
2025-01-01T00:00:00.000Z,34,0,4,8,0,1,2,0,1,3,0,0,16,0,2,/boundary/90689,Romania
2025-02-01T00:00:00.000Z,36,1,6,8,0,0,2,0,0,3,0,1,17,0,4,/boundary/90689,Romania
2025-03-01T00:00:00.000Z,38,0,6,8,0,0,2,0,0,3,0,0,17,0,1,/boundary/90689,Romania
2025-04-01T00:00:00.000Z,39,0,4,8,0,0,2,0,0,3,0,0,17,0,0,/boundary/90689,Romania
2025-05-01T00:00:00.000Z,39,0,4,9,0,1,2,0,0,3,0,0,17,0,1,/boundary/90689,Romania
2025-06-01T00:00:00.000Z,44,0,9,9,0,0,2,0,0,3,0,0,20,0,3,/boundary/90689,Romania
2025-07-01T00:00:00.000Z,46,0,6,9,0,0,3,0,1,3,0,0,22,0,4,/boundary/90689,Romania
2025-08-01T00:00:00.000Z,47,1,4,9,1,2,3,0,0,3,0,0,22,0,1,/boundary/90689,Romania
2025-09-01T00:00:00.000Z,55,0,12,10,0,1,3,0,0,3,0,0,25,0,4,/boundary/90689,Romania
2025-10-01T00:00:00.000Z,57,1,5,10,0,0,3,0,0,3,0,0,26,0,1,/boundary/90689,Romania
2025-11-01T00:00:00.000Z,59,0,6,11,0,1,3,0,0,3,0,0,29,0,5,/boundary/90689,Romania
2025-11-02T00:00:00.000Z,59,0,6,11,0,1,3,0,0,3,0,0,29,0,5,/boundary/90689,Romania
2025-11-03T00:00:00.000Z,59,0,6,11,0,1,3,0,0,3,0,0,29,0,5,/boundary/90689,Romania
2025-11-04T00:00:00.000Z,59,1,6,11,1,2,3,0,0,3,0,0,29,1,5,/boundary/90689,Romania
2025-11-05T00:00:00.000Z,59,0,6,11,0,2,3,0,0,3,0,0,29,0,5,/boundary/90689,Romania
2025-11-06T00:00:00.000Z,59,1,7,11,0,2,3,0,0,3,0,0,30,1,6,/boundary/90689,Romania
2025-11-07T00:00:00.000Z,59,0,7,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-08T00:00:00.000Z,59,0,7,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-09T00:00:00.000Z,59,1,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-10T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-11T00:00:00.000Z,59,1,8,11,0,2,3,0,0,3,0,0,30,1,6,/boundary/90689,Romania
2025-11-12T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-13T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-14T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-15T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-16T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-17T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-18T00:00:00.000Z,59,0,8,11,0,2,3,0,0,3,0,0,30,0,6,/boundary/90689,Romania
2025-11-19T00:00:00.000Z,59,0,7,11,0,1,3,0,0,3,0,0,30,0,5,/boundary/90689,Romania
2025-11-20T00:00:00.000Z,59,0,6,11,0,1,3,0,0,3,0,0,30,0,5,/boundary/90689,Romania
2025-11-21T00:00:00.000Z,60,2,8,11,1,2,3,0,0,3,0,0,31,2,7,/boundary/90689,Romania
2025-11-22T00:00:00.000Z,61,1,9,11,0,2,3,0,0,3,0,0,31,0,7,/boundary/90689,Romania
2025-11-23T00:00:00.000Z,61,1,9,11,0,2,3,0,0,3,0,0,31,1,7,/boundary/90689,Romania
2025-11-24T00:00:00.000Z,61,0,9,11,0,2,3,0,0,3,0,0,31,0,7,/boundary/90689,Romania
2025-11-25T00:00:00.000Z,61,0,9,11,0,2,3,0,0,3,0,0,31,0,7,/boundary/90689,Romania
2025-11-26T00:00:00.000Z,61,0,8,11,0,2,3,0,0,3,0,0,31,0,6,/boundary/90689,Romania
2025-11-27T00:00:00.000Z,61,0,7,11,0,2,3,0,0,3,0,0,31,0,5,/boundary/90689,Romania
2024-01-01T00:00:00.000Z,0,5,86,0,0,15,,,,0,0,1,0,0,24,/boundary/60189,Russia
2024-02-01T00:00:00.000Z,92,8,89,15,0,14,1,0,1,4,0,4,20,0,20,/boundary/60189,Russia
2024-03-01T00:00:00.000Z,153,15,102,29,2,20,1,0,0,7,0,5,34,3,21,/boundary/60189,Russia
2024-04-01T00:00:00.000Z,197,9,101,40,0,20,2,0,2,10,0,5,51,1,26,/boundary/60189,Russia
2024-05-01T00:00:00.000Z,244,10,105,49,1,18,4,0,2,13,0,4,68,1,31,/boundary/60189,Russia
2024-06-01T00:00:00.000Z,287,10,114,53,2,18,5,0,2,15,1,5,79,2,29,/boundary/60189,Russia
2024-07-01T00:00:00.000Z,327,11,110,61,0,18,5,0,0,16,0,3,90,1,27,/boundary/60189,Russia
2024-08-01T00:00:00.000Z,363,11,109,71,3,18,5,0,0,20,0,6,108,3,31,/boundary/60189,Russia
2024-09-01T00:00:00.000Z,393,10,111,80,1,19,5,0,0,22,0,5,121,3,28,/boundary/60189,Russia
2024-10-01T00:00:00.000Z,424,8,101,84,0,17,9,0,4,24,0,3,131,3,26,/boundary/60189,Russia
2024-11-01T00:00:00.000Z,455,9,91,89,1,10,10,0,1,25,0,3,142,4,24,/boundary/60189,Russia
2024-12-01T00:00:00.000Z,488,8,106,93,0,13,12,0,2,28,0,4,154,0,27,/boundary/60189,Russia
2025-01-01T00:00:00.000Z,499,6,66,100,1,11,12,0,1,29,0,3,161,1,19,/boundary/60189,Russia
2025-02-01T00:00:00.000Z,537,10,106,106,2,15,14,0,3,31,0,4,168,2,26,/boundary/60189,Russia
2025-03-01T00:00:00.000Z,550,12,80,112,0,16,14,0,1,32,0,3,172,2,20,/boundary/60189,Russia
2025-04-01T00:00:00.000Z,579,9,96,115,0,16,14,0,0,32,0,3,182,3,27,/boundary/60189,Russia
2025-05-01T00:00:00.000Z,599,9,104,119,3,14,14,0,0,34,0,7,189,3,32,/boundary/60189,Russia
2025-06-01T00:00:00.000Z,636,10,116,126,0,14,16,0,2,35,0,2,202,1,33,/boundary/60189,Russia
2025-07-01T00:00:00.000Z,661,9,110,134,0,18,16,0,0,35,0,0,211,2,29,/boundary/60189,Russia
2025-08-01T00:00:00.000Z,689,9,86,142,1,12,17,0,1,37,0,6,221,2,22,/boundary/60189,Russia
2025-09-01T00:00:00.000Z,710,11,93,149,1,15,17,0,0,38,0,3,227,2,23,/boundary/60189,Russia
2025-10-01T00:00:00.000Z,731,7,86,153,0,12,17,0,0,38,0,1,231,2,16,/boundary/60189,Russia
2025-11-01T00:00:00.000Z,754,9,97,160,0,11,17,0,0,38,0,2,241,2,20,/boundary/60189,Russia
2025-11-02T00:00:00.000Z,755,10,100,160,0,11,17,0,0,38,0,2,242,4,21,/boundary/60189,Russia
2025-11-03T00:00:00.000Z,755,7,99,160,0,11,17,0,0,38,0,2,242,1,21,/boundary/60189,Russia
2025-11-04T00:00:00.000Z,756,6,100,160,0,10,17,0,0,38,0,2,242,1,19,/boundary/60189,Russia
2025-11-05T00:00:00.000Z,758,10,103,160,1,11,17,0,0,38,0,2,242,2,19,/boundary/60189,Russia
2025-11-06T00:00:00.000Z,758,9,102,160,1,10,17,0,0,38,0,2,242,1,18,/boundary/60189,Russia
2025-11-07T00:00:00.000Z,759,8,103,160,1,10,17,0,0,38,0,2,242,1,18,/boundary/60189,Russia
2025-11-08T00:00:00.000Z,759,12,105,160,0,9,17,0,0,38,0,2,242,2,18,/boundary/60189,Russia
2025-11-09T00:00:00.000Z,761,11,106,160,1,9,17,0,0,38,0,2,242,1,18,/boundary/60189,Russia
2025-11-10T00:00:00.000Z,762,8,104,160,0,9,17,0,0,38,0,2,242,0,18,/boundary/60189,Russia
2025-11-11T00:00:00.000Z,763,5,104,160,0,9,17,0,0,38,0,1,242,0,18,/boundary/60189,Russia
2025-11-12T00:00:00.000Z,764,6,104,160,0,7,17,0,0,38,0,1,242,0,17,/boundary/60189,Russia
2025-11-13T00:00:00.000Z,765,6,104,160,0,7,17,0,0,38,0,1,242,0,17,/boundary/60189,Russia
2025-11-14T00:00:00.000Z,765,9,103,160,1,7,17,0,0,38,0,1,242,2,16,/boundary/60189,Russia
2025-11-15T00:00:00.000Z,767,9,103,160,0,7,17,0,0,38,0,1,242,0,14,/boundary/60189,Russia
2025-11-16T00:00:00.000Z,767,8,100,160,0,7,17,0,0,38,0,1,242,1,15,/boundary/60189,Russia
2025-11-17T00:00:00.000Z,767,6,99,161,1,8,17,0,0,38,0,1,242,0,14,/boundary/60189,Russia
2025-11-18T00:00:00.000Z,768,6,99,161,0,8,17,0,0,38,0,0,243,2,15,/boundary/60189,Russia
2025-11-19T00:00:00.000Z,769,9,98,162,2,10,17,0,0,38,0,0,243,1,15,/boundary/60189,Russia
2025-11-20T00:00:00.000Z,769,12,98,162,2,11,17,0,0,38,0,0,243,2,15,/boundary/60189,Russia
