t,amount,length,labels.distribution.amount,labels.distribution.length,labels.generation.amount,labels.generation.length,labels.industrial.amount,labels.industrial.length,labels.transmissions.amount,labels.transmissions.length,labels.transmission.amount,labels.transmission.length,id_relation,Pays
2024-01-01T00:00:00.000Z,632,237738.120846383,77,20622.590439108,4,1495.16184213956,49,10471.5935602684,268,153116.592025264,,,/boundary/192756,Algeria
2024-02-01T00:00:00.000Z,633,238142.108484423,77,20622.590439108,4,1495.16184213956,49,10471.5935602684,268,153116.592025264,,,/boundary/192756,Algeria
2024-03-01T00:00:00.000Z,636,238939.490192856,77,20622.590439108,4,1495.16184213956,49,10471.5935602684,268,153113.208766379,,,/boundary/192756,Algeria
2024-04-01T00:00:00.000Z,637,240436.169589663,77,20622.590439108,4,1495.16184213956,49,10471.5935602684,268,153113.208766379,,,/boundary/192756,Algeria
2024-05-01T00:00:00.000Z,637,240436.169589663,76,20510.740402075,4,1495.16184213956,49,10471.5935602684,268,153113.208766379,,,/boundary/192756,Algeria
2024-06-01T00:00:00.000Z,638,240454.315390367,76,20510.740402075,4,1495.16184213956,49,10471.5935602684,268,153113.208766379,,,/boundary/192756,Algeria
2024-07-01T00:00:00.000Z,640,240653.669624018,76,20510.740402075,4,1495.16184213956,49,10471.5935602684,268,153113.208766379,,,/boundary/192756,Algeria
2024-08-01T00:00:00.000Z,642,241485.636686216,76,20510.740402075,4,1495.16184213956,49,10471.5935602684,268,153113.20876643,,,/boundary/192756,Algeria
2024-09-01T00:00:00.000Z,642,241485.636686216,76,20510.740402075,4,1495.16184213956,49,10471.5935602684,268,153113.20876643,,,/boundary/192756,Algeria
2024-10-01T00:00:00.000Z,727,243582.469643871,75,19847.3541921228,4,1495.16184213956,49,10471.5935602684,269,153520.261314331,,,/boundary/192756,Algeria
2024-11-01T00:00:00.000Z,727,243582.512279021,75,19847.3541921228,4,1495.16184213956,49,10471.5935602684,269,153520.303949481,,,/boundary/192756,Algeria
2024-12-01T00:00:00.000Z,730,245238.066489009,76,20048.9582669066,4,1495.16184213956,49,10471.5935602684,269,153520.303949481,,,/boundary/192756,Algeria
2025-01-01T00:00:00.000Z,730,245238.066489854,77,20206.0752145494,4,1495.16184213956,49,10471.5935602684,276,157269.640259081,,,/boundary/192756,Algeria
2025-02-01T00:00:00.000Z,734,246745.487160837,77,20206.0752145494,4,1495.16184213956,49,10471.5935602684,278,157812.811965164,,,/boundary/192756,Algeria
2025-03-01T00:00:00.000Z,738,248383.673634147,77,20206.0752145494,4,1495.16184213956,49,10471.5935602684,278,157812.811965164,,,/boundary/192756,Algeria
2025-04-01T00:00:00.000Z,741,251287.056038709,78,20680.4291534739,4,1495.16184213956,49,10471.5935602684,281,161539.966546939,,,/boundary/192756,Algeria
2025-05-01T00:00:00.000Z,747,253706.742383516,78,20680.4291534739,4,1495.16184213956,49,10471.5935602684,284,163020.293964906,,,/boundary/192756,Algeria
2025-06-01T00:00:00.000Z,751,253722.34452256,78,20680.4291534739,4,1495.16184213956,49,10471.5935602684,286,163505.57742152,,,/boundary/192756,Algeria
2025-07-01T00:00:00.000Z,758,255764.567330077,80,21341.0434952744,4,1495.16184213956,50,10644.7308722583,287,164156.406719827,,,/boundary/192756,Algeria
2025-08-01T00:00:00.000Z,758,255764.567330077,80,21341.0434952744,4,1495.16184213956,50,10644.7308722583,287,164156.406719827,,,/boundary/192756,Algeria
2025-09-01T00:00:00.000Z,761,256460.349936964,80,21341.0434952744,4,1495.16184213956,50,10644.7308722583,288,164156.960016884,,,/boundary/192756,Algeria
2025-10-01T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,,,/boundary/192756,Algeria
2025-10-02T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,,,/boundary/192756,Algeria
2025-10-03T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-04T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-05T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-06T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-07T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-08T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-09T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-10T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-11T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-12T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-13T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-14T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-15T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-16T00:00:00.000Z,765,258207.734524795,81,21765.4404675065,4,1495.16184213956,50,10644.7308722583,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-17T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-18T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-19T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-20T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-21T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-22T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-23T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-24T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-25T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-26T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-27T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-28T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-29T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-30T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-10-31T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-11-01T00:00:00.000Z,766,258283.769524187,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165904.344604714,292,165904.344604714,/boundary/192756,Algeria
2025-11-02T00:00:00.000Z,766,258333.718115201,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,292,165954.293195728,292,165954.293195728,/boundary/192756,Algeria
2025-11-03T00:00:00.000Z,766,258333.718115201,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,,,292,165954.293195728,/boundary/192756,Algeria
2025-11-04T00:00:00.000Z,766,258333.718115201,81,21765.4404675065,4,1495.16184213956,51,10720.7658716505,,,292,165954.293195728,/boundary/192756,Algeria
2024-01-01T00:00:00.000Z,3,755.450467515881,,,,,,,,,,,/boundary/9407,Andorra
2024-02-01T00:00:00.000Z,3,755.450467515881,,,,,,,,,,,/boundary/9407,Andorra
2024-03-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-04-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-05-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-06-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-07-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-08-01T00:00:00.000Z,3,755.450467515881,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-09-01T00:00:00.000Z,5,870.29044795428,,,,,,,1,205.401928472048,,,/boundary/9407,Andorra
2024-10-01T00:00:00.000Z,7,1399.52321384814,2,763.160041996755,,,,,3,968.561970468803,,,/boundary/9407,Andorra
2024-11-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2024-12-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-01-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-02-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-03-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-04-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-05-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-06-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-07-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-08-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-09-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-10-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-10-02T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,,,/boundary/9407,Andorra
2025-10-03T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-04T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-05T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-06T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-07T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-08T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-09T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-10T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-11T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-12T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-13T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-14T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-15T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-16T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-17T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-18T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-19T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-20T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-21T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-22T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-23T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-24T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-25T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-26T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-27T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-28T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-29T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-30T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-10-31T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-11-01T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-11-02T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,3,947.289764584146,3,947.289764584146,/boundary/9407,Andorra
2025-11-03T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,,,3,947.289764584146,/boundary/9407,Andorra
2025-11-04T00:00:00.000Z,7,1378.25100796348,2,741.887836112098,,,,,,,3,947.289764584146,/boundary/9407,Andorra
2024-01-01T00:00:00.000Z,166,55712.0272267884,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-02-01T00:00:00.000Z,166,55712.0272267884,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-03-01T00:00:00.000Z,169,56411.5477826152,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-04-01T00:00:00.000Z,169,56411.5477826152,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-05-01T00:00:00.000Z,170,56617.3922727946,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-06-01T00:00:00.000Z,170,56617.3922727946,11,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-07-01T00:00:00.000Z,171,56617.3922727946,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-08-01T00:00:00.000Z,171,56617.3922727946,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-09-01T00:00:00.000Z,172,56860.3388269284,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-10-01T00:00:00.000Z,173,57000.7493998271,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-11-01T00:00:00.000Z,174,57281.6716747172,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,61,38831.9519297791,,,/boundary/195267,Angola
2024-12-01T00:00:00.000Z,174,57281.6716747172,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,62,39033.2774182612,,,/boundary/195267,Angola
2025-01-01T00:00:00.000Z,174,57281.6716747172,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,62,39033.2774182612,,,/boundary/195267,Angola
2025-02-01T00:00:00.000Z,174,57281.6716747172,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,62,39033.2774182612,,,/boundary/195267,Angola
2025-03-01T00:00:00.000Z,174,57281.6716747172,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,62,39033.2774182612,,,/boundary/195267,Angola
2025-04-01T00:00:00.000Z,175,57547.7694331813,12,3343.83266677663,5,918.848504968841,6,1282.79161966394,62,39033.2774182612,,,/boundary/195267,Angola
